,name,grantee,centerType,phone,address,city,state_x,zip,0,1,state_y,county
216,Turner Learning Center EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 326-7343,702 E Central St,Hugo,OK,74743-8036,74743,8036,OK,Choctaw County
217,The Learning Tree EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 286-9123,1805 S Central Ave,Idabel,OK,74745-7914,74745,7914,OK,McCurtain County
218,Early Learning Center - Broken Bow EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 584-9801,1008 N Park Dr,Broken Bow,OK,74728-2150,74728,2150,OK,McCurtain County
219,Early Learning Center-Idabel EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 208-2517,1203 SE Quincy St,Idabel,OK,74745-6630,74745,6630,OK,McCurtain County
220,Early Learning Center-Swink EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 873-9336,500 Jourdan St,Swink,OK,74761,74761,,OK,Choctaw County
221,Early Learning Center-Antlers EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 298-6405,611 SW B St,Antlers,OK,74523-3830,74523,3830,OK,Pushmataha County
222,Early Learning Center-Hugo EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 326-3781,113 W Lowery St,Hugo,OK,74743-6847,74743,6847,OK,Choctaw County
223,Kids Company,"Northeast Oklahoma Community Action Agency, Inc.
856 E Melton Drive
Jay, OK 74346-
(918)791-8199 - 118
",Early Head Start,(918) 787-7990,119 W 7th St,Grove,OK,74344-3425,74344,3425,OK,Delaware County
224,Ponca Tribe Head Start,"Ponca Tribe of Oklahoma
20 White Eagle Dr
Ponca City, OK 74601-8310
(580)762-7927 - 102
",American Indian and Alaska Native Head Start,(580) 762-7927,20 White Eagle Dr,Ponca City,OK,74601-8310,74601,8310,OK,Kay County
225,Holdenville Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-1577
(580)924-5331
",Head Start,(405) 379-2000,510 E Main St,Holdenville,OK,74848-5246,74848,5246,OK,Hughes County
226,Calvin Public Schools,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-1577
(580)924-5331
",Head Start,(405) 645-2411,222 4th Street,Calvin,OK,74531,74531,,OK,Hughes County
227,Holdenville Public Schools,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-1577
(580)924-5331
",Head Start,(405) 379-6618,615 S Broadway St,Holdenville,OK,74848-3033,74848,3033,OK,Hughes County
228,Okemah Public School,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-1577
(580)924-5331
",Head Start,(918) 623-1874,101 N 16th St,Okemah,OK,74859-2043,74859,2043,OK,Okfuskee County
229,Weleetka Public School,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-1577
(580)924-5331
",Head Start,(405) 786-2346,302 E 6th St,Weleetka,OK,74880-8202,74880,8202,OK,Okfuskee County
230,Snyder Head Start,"COMMUNITY ACTION DEVELOPMENT CORPORATION
400 N Randlett St
Hobart, OK 73651-1636
(580)726-3343
",Head Start,(580) 569-4335,Hwy 183 Walnut,Mountain Park,OK,73559,73559,,OK,Kiowa County
231,Childcare Network #204,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 634-1260,1050 SW Grand Blvd,Oklahoma City,OK,73109-2923,73109,2923,OK,Oklahoma County
232,"Tony Reyes Bilingual Child Development Center, LCDA","SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 236-4667,420 SW 10th St,Oklahoma City,OK,73109-5610,73109,5610,OK,Oklahoma County
233,Linwood Early Learning Center,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 947-7722,3034 NW 17th St,Oklahoma City,OK,73107-3904,73107,3904,OK,Oklahoma County
234,Children's Lighthouse I,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 789-0661,540 N Council Rd,Oklahoma City,OK,73127-4934,73127,4934,OK,Oklahoma County
235,OKCCAA Avery Chapel Child Care,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 424-1068,1425 N Kelham Ave,Oklahoma City,OK,73117-3635,73117,3635,OK,Oklahoma County
236,OKCCAA Santa Fe South Early Childhood Center,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 600-1986,2222 SW 44th St,Oklahoma City,OK,73119-3526,73119,3526,OK,Oklahoma County
237,OKCCAA Oak Grove HS/EHS,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 685-2277,3301 SW 17th St,Oklahoma City,OK,73108-4000,73108,4000,OK,Oklahoma County
238,OKCCAA Kiddie Village HS/EHS,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 235-9833,801 NE 2nd St,Oklahoma City,OK,73104-6613,73104,6613,OK,Oklahoma County
239,OKCCAA West Oak HS/EHS,"SUNBEAM FAMILY SERVICES, INC.
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 677-8437,2100 S Everest Ave,Oklahoma City,OK,73129-6348,73129,6348,OK,Oklahoma County
240,Coalgate Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 927-1165,"214 S Veterans Dr
P.O. Box 455",Coalgate,OK,74538-2664,74538,2664,OK,Coal County
241,Poteau Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(918) 647-8500,"1507 S McKenna St
P.O. Box 8",Poteau,OK,74953-5207,74953,5207,OK,Le Flore County
242,Durant Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 924-8536,"2752 Big Lots Rd
P.O. Box 668",Durant,OK,74701-2299,74701,2299,OK,Bryan County
243,Idabel Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 286-7930,"2412 E Lincoln Rd
P.O. Box 1436",Idabel,OK,74745-8117,74745,8117,OK,McCurtain County
244,McAlester Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(918) 423-9360,3262 Afullota Hina,McAlester,OK,74501-3205,74501,3205,OK,Pittsburg County
245,Hugo Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 326-9576,"408 N M St
P.O. Box 118",Hugo,OK,74743-1820,74743,1820,OK,Choctaw County
246,Stigler Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(918) 967-2897,"208 S City Lake Rd
P.O. Box 505",Stigler,OK,74462-3121,74462,3121,OK,Haskell County
247,Broken Bow Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 584-6680,"PO Box 128
201 Chatha Road",Broken Bow,OK,74728-0128,74728,0128,OK,McCurtain County
248,Antlers Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 298-2113,"400 1/2 SW O Street
P. O. Box 97",Antlers,OK,74523-3416,74523,3416,OK,Pushmataha County
249,Wilburton Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(918) 465-5360,1016 Highway 2 N,Wilburton,OK,74578-3607,74578,3607,OK,Latimer County
250,Wright City Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 981-2634,"PO Box 529
105 W. 10th",Wright City,OK,74766-0529,74766,0529,OK,McCurtain County
251,Atoka Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 889-7054,"PO Box 516
711 Greathouse Drive",Atoka,OK,74525-0516,74525,0516,OK,Atoka County
252,Bennington Head Start,"Choctaw Nation of Oklahoma
1802 Chukka Hina
Durant, OK 74701-1802
(580)924-8280 - 2436
",American Indian and Alaska Native Head Start,(580) 847-2767,"820 N Perry St
P.O. Box 174",Bennington,OK,74723-1105,74723,1105,OK,Bryan County
253,Inola Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 543-1217,"450 B St NW
450 B St NW",Inola,OK,74036-3607,74036,3607,OK,Rogers County
254,Zion Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 696-7866,470658 E 850 Rd,Stilwell,OK,74960,74960,,OK,Adair County
255,Rocky Mountain Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 696-7509,RR 1 Box 665,Stilwell,OK,74960-9726,74960,9726,OK,Adair County
256,Webbers Falls Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 464-2959,"207 Gibson Street
207 Gibson Street",Webbers Falls,OK,74470,74470,,OK,Muskogee County
257,Brushy Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 775-4458,100968 S 4650 Rd,Sallisaw,OK,74955-2672,74955,2672,OK,Sequoyah County
258,Shady Grove Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 772-3505,11042 W Shady Grove Rd,Hulbert,OK,74441-4154,74441,4154,OK,Cherokee County
259,Maryetta Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 696-3751,"RR 6 Box 2840
1 MI N. on Hwy 59",Stilwell,OK,74960-9452,74960,9452,OK,Adair County
260,Kenwood Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 434-5106,48512 S 502 Rd,Salina,OK,74365-2566,74365,2566,OK,Mayes County
261,Salina Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 434-6076,907 N Saltwell St,Salina,OK,74365-2217,74365,2217,OK,Mayes County
262,Salina Early Learning Academy,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 434-1091,707 N Cherokee St,Salina,OK,74365-2020,74365,2020,OK,Mayes County
263,Sequoyah Public School Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 458-4110,425 S College Ave,Tahlequah,OK,74464-4419,74464,4419,OK,Cherokee County
264,Cherry Tree EHS,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 696-2669,"RR 1 Box 685
8 Mile South Hwy 59",Stilwell,OK,74960-9726,74960,9726,OK,Adair County
265,Jay,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 253-4002,"1011 W Delaware
1011 W Delaware",Jay,OK,74346,74346,,OK,Delaware County
266,Pryor,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 825-7987,203 Cherokee Hts,Pryor,OK,74361-9681,74361,9681,OK,Mayes County
267,Wauhillau (Nowata),"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 273-0623,200 Wauhillau Ct,Nowata,OK,74048-2443,74048,2443,OK,Nowata County
268,Redbird,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 696-7894,US-59,Stilwell,OK,74960,74960,,OK,Adair County
269,Tahlequah Early Learning Academy,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 316-2085,351 Academy St,Tahlequah,OK,74464-2659,74464,2659,OK,Cherokee County
270,Stillwater Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(405) 385-0188,1601 S Main St,Stillwater,OK,74074-7933,74074,7933,OK,Payne County
271,Sapulpa Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 224-1083,404 S Walnut St,Sapulpa,OK,74066-5337,74066,5337,OK,Creek County
272,Guthrie Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(405) 282-1257,2700 S Division St,Guthrie,OK,73044-6843,73044,6843,OK,Logan County
273,Perry Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(580) 336-4373,1201 N 4th St,Perry,OK,73077-9300,73077,9300,OK,Noble County
274,Beggs Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 267-3737,8060 Highway 16,Beggs,OK,74421-3126,74421,3126,OK,Okmulgee County
275,Okmulgee Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 756-1561,4300 N Wood Dr,Okmulgee,OK,74447-9762,74447,9762,OK,Okmulgee County
276,Henryetta Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 652-8092,100 W Clegern St,Henryetta,OK,74437-6218,74437,6218,OK,Okmulgee County
277,Hominy Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 885-4422,1120 S She She Ave,Hominy,OK,74035-6514,74035,6514,OK,Osage County
278,Ponca City Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(580) 765-1173,407 S Ash St,Ponca City,OK,74601-5902,74601,5902,OK,Kay County
279,Blackwell Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(580) 363-5566,624 W Lincoln Ave,Blackwell,OK,74631-3236,74631,3236,OK,Kay County
280,Bristow I Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 367-9662,715 Country Club Drive,Bristow,OK,74010,74010,,OK,Creek County
281,Pawnee Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 762-3474,1101 Sewell Dr,Pawnee,OK,74058,74058,,OK,Pawnee County
282,Pawhuska Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 287-1611,1425 Lynn Ave,Pawhuska,OK,74056-2256,74056,2256,OK,Osage County
283,Cushing Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 225-0909,223 S Wilson Ave,Cushing,OK,74023-4146,74023,4146,OK,Payne County
284,Stillwater Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(405) 377-1519,1202 S West St,Stillwater,OK,74074-5702,74074,5702,OK,Payne County
285,Okmulgee Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 756-1561,4300 N Wood Dr,Okmulgee,OK,74447-9762,74447,9762,OK,Okmulgee County
286,Pawnee Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 762-3474,1101 Sewell Dr,Pawnee,OK,74058,74058,,OK,Pawnee County
287,Perry Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(580) 572-9978,401 1/2 Noble St,Perry,OK,73077-2407,73077,2407,OK,Noble County
288,Beggs 1 Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 267-3616,1201 W 9th St,Beggs,OK,74421-2193,74421,2193,OK,Okmulgee County
289,Pawhuska Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 287-3195,1923 McKenzie Rd,Pawhuska,OK,74056-5018,74056,5018,OK,Osage County
290,Guthrie Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(405) 282-1257,2700 S Division St,Guthrie,OK,73044-6843,73044,6843,OK,Logan County
291,Henryetta Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 652-8092,100 W Clegern St,Henryetta,OK,74437-6218,74437,6218,OK,Okmulgee County
292,Sapulpa Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 224-1094,1500 N Hickory St,Sapulpa,OK,74066-1740,74066,1740,OK,Creek County
293,Blackwell Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(580) 363-5566,624 W Lincoln Ave,Blackwell,OK,74631-3236,74631,3236,OK,Kay County
294,Salina Early Learning Academy,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 494-1091,707 N Cherokee St,Salina,OK,74365-2020,74365,2020,OK,Mayes County
295,Cleveland Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 358-5304,900 W Delaware St,Cleveland,OK,74020-4212,74020,4212,OK,Pawnee County
296,Stillwater Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(405) 385-0188,1601 S Main St,Stillwater,OK,74074-7933,74074,7933,OK,Payne County
297,Hominy Head Start 2,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 885-4422,617 N Eastern,Hominy,OK,74035-1593,74035,1593,OK,Osage County
298,Hominy Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 885-4422,1120 S She She Ave,Hominy,OK,74035-6514,74035,6514,OK,Osage County
299,Cleveland Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 358-3121,908 W Cherokee St,Cleveland,OK,74020-4208,74020,4208,OK,Pawnee County
300,Hulbert Public School,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 772-2861,315 S Rider Ln,Hulbert,OK,74441-4186,74441,4186,OK,Cherokee County
301,Sequoyah Head Start,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 458-4130,425 S College Ave,Tahlequah,OK,74464-4419,74464,4419,OK,Cherokee County
302,Cushing Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 225-0909,223 S Wilson Ave,Cushing,OK,74023-4146,74023,4146,OK,Payne County
303,Little Feet Big Steps,"Central Tribes of the Shawnee Area, Inc.
1535 N Mckinley Ave
Shawnee, OK 74801-5200
(405)273-4415
",American Indian and Alaska Native Head Start,(405) 878-5820,1533 N McKinley Ave,Shawnee,OK,74801-5200,74801,5200,OK,Pottawatomie County
304,Early Bird Head Start,"Central Tribes of the Shawnee Area, Inc.
1535 N Mckinley Ave
Shawnee, OK 74801-5200
(405)273-4415
",American Indian and Alaska Native Head Start,(918) 225-1029,111 W Vine St,Cushing,OK,74023-2141,74023,2141,OK,Payne County
305,Little Feet Big Steps,"Central Tribes of the Shawnee Area, Inc.
1535 N Mckinley Ave
Shawnee, OK 74801-5200
(405)273-4415
",American Indian and Alaska Native Head Start,(405) 878-5820,1533 N McKinley Ave,Shawnee,OK,74801-5200,74801,5200,OK,Pottawatomie County
306,Frost,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 556-0319,203 W 28th St N,Tulsa,OK,74106-2207,74106,2207,OK,Tulsa County
307,Disney,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 439-9608,11610 E 25th St,Tulsa,OK,74129-5627,74129,5627,OK,Tulsa County
308,McClure,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 747-7123,6150 S Yorktown Ave,Tulsa,OK,74136-0958,74136,0958,OK,Tulsa County
309,Skelly,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 949-3400,8811 E 31st St,Tulsa,OK,74145-1701,74145,1701,OK,Tulsa County
310,Rosa Parks ECEC,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 286-0660,13804 E 46th Place South,Tulsa,OK,74134,74134,,OK,Tulsa County
311,Eugene Field,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 340-5600,1120 W 22nd St,Tulsa,OK,74107-2812,74107,2812,OK,Tulsa County
312,ECDC Reed,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 935-3101,10908 E 5th St,Tulsa,OK,74128-1612,74128,1612,OK,Tulsa County
313,Disney,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 439-9608,11610 E 25th St,Tulsa,OK,74129-5627,74129,5627,OK,Tulsa County
314,Eugene Field,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 340-5600,1120 W 22nd St,Tulsa,OK,74107-2812,74107,2812,OK,Tulsa County
315,Skelly,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 949-3400,8811 E 31st St,Tulsa,OK,74145-1701,74145,1701,OK,Tulsa County
316,Frost,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 556-0319,203 W 28th St N,Tulsa,OK,74106-2207,74106,2207,OK,Tulsa County
317,Reed,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 437-1495,10940 E 5th St,Tulsa,OK,74128-1612,74128,1612,OK,Tulsa County
318,Sand Springs,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Head Start,(918) 419-2902,1701 Park Rd,Sand Springs,OK,74063-8701,74063,8701,OK,Tulsa County
319,McClure,"Community Action Project of Tulsa County (CAP)
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 747-7123,6150 S Yorktown Ave,Tulsa,OK,74136-0958,74136,0958,OK,Tulsa County
320,Sand Springs Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 419-2901,1701 East Park Rd,Sand Springs,OK,74063-8701,74063,8701,OK,Tulsa County
321,Bill Haddock Center,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 924-4907,1502 N 1st Ave,Durant,OK,74701-2814,74701,2814,OK,Bryan County
322,Calera Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 434-5500,111 N 3rd St,Calera,OK,74730-1711,74730,1711,OK,Bryan County
323,Fox Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 673-2206,100 Creek Ave,Fox,OK,73435,73435,,OK,Carter County
324,Cottonwood Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 927-2251,1 Lubbis St,Coalgate,OK,74538,74538,,OK,Coal County
325,Ada Big Five Head Start,"Big Five Community Services, Inc.
1502 N 1st Ave
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 332-8233,1721 Cradduck Rd,Ada,OK,74820-9491,74820,9491,OK,Pontotoc County
